title,total_prep_time,servings,ingredients,directions,rating,nutrition
Spicy Persimmon Chutney,50 mins,32,"1 ½ cups cider vinegar, 1 cup chopped onion, 1 large Granny Smith apple - peeled, cored and chopped, 1 cup golden raisins, ¾ cup white sugar, ¼ cup lemon juice, 1  green chile pepper, seeded and minced, 1 tablespoon minced fresh ginger root, 1 tablespoon lemon zest, 1 teaspoon ground coriander seed, ⅛ teaspoon ground cloves, 4  Fuyu persimmons, peeled and chopped","Combine cider vinegar, onion, apple, raisins, sugar, lemon juice, green chile, ginger, lemon zest, coriander, and cloves in a large saucepan. Bring to a boil over medium heat, stirring occasionally. Reduce heat to medium-low and simmer until mixture thickens, stirring frequently, about 25 minutes. Add persimmons and simmer until the persimmons are tender, about 5 to 10 minutes.
Remove from the heat and let cool completely. Cover and refrigerate.",3.8,"Total Fat 0g 0%, Sodium 2mg 0%, Total Carbohydrate 11g 4%, Dietary Fiber 1g 2%, Total Sugars 8g, Protein 0g, Vitamin C 8mg 38%, Calcium 7mg 1%, Iron 0mg 1%, Potassium 75mg 2%"
Sweet Persimmon Fireside Cookies,,16,"2 cups all-purpose flour, ½ cup cake flour, 1 teaspoon ground cinnamon, 1 teaspoon ground ginger, ½ teaspoon baking soda, ¼ teaspoon salt, ½ cup unsalted butter, 1 cup white sugar, 1 tablespoon lemon zest, 2  ripe persimmons, pureed, 1  egg, ¼ cup confectioners' sugar","Preheat oven to 375 degrees F (190 degrees C). Grease one 9x13 inch baking pan.
Sift together all-purpose flour, cake flour, cinnamon, ginger, baking soda and salt.
In a medium bowl, cream butter, sugar, and lemon rind until fluffy and smooth. Blend in egg and persimmon pulp and mix until well combined.
Gradually stir in the flour mixture and mix until well blended.
Pour the batter into the prepared pan and spread evenly.
Bake for 25 minutes in the preheated oven, until golden brown. Remove from the oven and let cool. When the bars are completely cool, sift confectioners' sugar over the top and cut into bars.",3.5,"Total Fat 6g 8%, Saturated Fat 4g 19%, Cholesterol 27mg 9%, Sodium 81mg 4%, Total Carbohydrate 31g 11%, Dietary Fiber 1g 3%, Total Sugars 14g, Protein 3g, Vitamin C 3mg 13%, Calcium 9mg 1%, Iron 1mg 7%, Potassium 40mg 1%"
Banana Chocolate Chip Bread,1 hrs 35 mins,10,"2 cups all-purpose flour, 1 teaspoon baking powder, 1 teaspoon baking soda, 1 teaspoon salt, 3  ripe bananas, mashed, 1 tablespoon milk, 1 teaspoon ground cinnamon, or to taste, 1 cup white sugar, ½ cup butter, softened, 2 large eggs, 1 cup semisweet chocolate chips","Preheat the oven to 325 degrees F (165 degrees C). Grease a 9x5-inch loaf pan, preferably glass.
Mix flour, baking powder, baking soda, and salt in a bowl. Stir bananas, milk, and cinnamon in another bowl. Beat sugar and butter together in a third bowl with an electric mixer until light and fluffy; add eggs one at a time, beating well after each addition. Stir banana mixture into butter mixture; mix in flour mixture until just blended. Fold in chocolate chips; pour batter into the prepared loaf pan.
Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 70 minutes. Cool in the pan for 10 minutes before removing to cool completely on a wire rack before slicing.











My Hot Southern Mess
",4.8,"Total Fat 16g 20%, Saturated Fat 9g 46%, Cholesterol 62mg 21%, Sodium 490mg 21%, Total Carbohydrate 58g 21%, Dietary Fiber 3g 10%, Total Sugars 34g, Protein 5g, Vitamin C 3mg 16%, Calcium 50mg 4%, Iron 2mg 11%, Potassium 235mg 5%"
Joy's Easy Banana Bread,1 hrs 15 mins,10,"3  ripe bananas, mashed, 1 cup white sugar, 1  egg, ¼ cup melted butter, 1 ½ cups all-purpose flour, 1 teaspoon baking soda, 1 teaspoon salt","Preheat the oven to 325 degrees F (165 degrees C). Grease a 9x5-inch loaf pan.
Combine bananas, sugar, egg, and butter together in a bowl. Mix flour and baking soda together in a separate bowl; stir into banana mixture until batter is just mixed. Stir in salt; pour batter into the prepared loaf pan.
Bake in the preheated oven until a toothpick inserted in the center of the bread comes out clean, about 1 hour.











Dotdash Meredith Food Studios
",4.8,"Total Fat 5g 7%, Saturated Fat 3g 16%, Cholesterol 31mg 10%, Sodium 399mg 17%, Total Carbohydrate 42g 15%, Dietary Fiber 1g 5%, Total Sugars 24g, Protein 3g, Vitamin C 3mg 16%, Calcium 9mg 1%, Iron 1mg 6%, Potassium 155mg 3%"
Banana Muffins,35 mins,12,"1 ½ cups all-purpose flour, 1 teaspoon baking powder, 1 teaspoon baking soda, ½ teaspoon salt, 3 large bananas, mashed, ¾ cup white sugar, 1  egg, ⅓ cup butter, melted","Preheat the oven to 350 degrees F (175 degrees C). Grease a 12-cup muffin tin or line cups with paper liners. Sift flour, baking powder, baking soda, and salt together in a bowl; set aside.
Mix bananas, sugar, egg, and melted butter in a separate large bowl until well combined; fold in flour mixture until smooth. Spoon batter into the prepared muffin cups, filling each 2/3 full.
Bake in the preheated oven until tops spring back when lightly pressed, about 25 to 30 minutes. Cool briefly in the tin, then transfer to a wire rack to cool completely.











Dianne
",4.8,"Total Fat 6g 7%, Saturated Fat 3g 17%, Cholesterol 29mg 10%, Sodium 275mg 12%, Total Carbohydrate 32g 12%, Dietary Fiber 1g 5%, Total Sugars 17g, Protein 3g, Vitamin C 3mg 15%, Calcium 25mg 2%, Iron 1mg 5%, Potassium 146mg 3%"
Peanut Butter Banana Smoothie,5 mins,4,"2  bananas, broken into chunks, 2 cups milk, ½ cup peanut butter, 2 tablespoons honey, or to taste, 2 cups ice cubes","Place bananas, milk, peanut butter, honey, and ice cubes in a blender; blend until smooth, about 30 seconds.











Dotdash Meredith Food Studio
",4.6,"Total Fat 19g 24%, Saturated Fat 5g 25%, Cholesterol 10mg 3%, Sodium 203mg 9%, Total Carbohydrate 34g 12%, Dietary Fiber 4g 13%, Total Sugars 25g, Protein 13g, Vitamin C 5mg 27%, Calcium 164mg 13%, Iron 1mg 4%, Potassium 610mg 13%"
Janet's Rich Banana Bread,1 hrs 20 mins,10,"1 cup white sugar, ½ cup butter, melted, 2  eggs, 1 teaspoon vanilla extract, 1 ½ cups all-purpose flour, 1 teaspoon baking soda, ½ teaspoon salt, ½ cup sour cream, ½ cup chopped walnuts, 2  medium bananas, sliced","Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x5-inch loaf pan.
Stir sugar and melted butter together in a large bowl. Add eggs and vanilla; mix well. Combine flour, baking soda, and salt; stir into butter mixture until smooth. Fold in banana slices, sour cream, and walnuts; transfer into the prepared pan.
Bake in the preheated oven until a toothpick inserted into the center of the loaf comes out clean, about 1 hour. Cool loaf in the pan for 10 minutes before inverting onto a wire rack to cool completely.











FoodFun
",4.8,"Total Fat 16g 20%, Saturated Fat 8g 39%, Cholesterol 30mg 10%, Sodium 295mg 13%, Total Carbohydrate 36g 13%, Dietary Fiber 1g 3%, Protein 3g, Vitamin C 0mg 1%, Calcium 25mg 2%, Iron 1mg 6%, Potassium 66mg 1%"
Bananas Foster,20 mins,4,"¼ cup butter, ⅔ cup dark brown sugar, 3 ½ tablespoons rum, 1 ½ teaspoons vanilla extract, ½ teaspoon ground cinnamon, 3  bananas, peeled and sliced lengthwise and crosswise, ¼ cup coarsely chopped walnuts, 1 pint vanilla ice cream","Melt butter in a large, deep skillet over medium heat. Stir in brown sugar, rum, vanilla, and cinnamon; bring to a low boil.
Place bananas and walnuts in the pan. Cook until bananas have softened, 1 to 2 minutes. Serve at once over vanilla ice cream.











Nickel
",4.8,"Total Fat 24g 31%, Saturated Fat 12g 62%, Cholesterol 60mg 20%, Sodium 146mg 6%, Total Carbohydrate 73g 27%, Dietary Fiber 3g 12%, Total Sugars 61g, Protein 5g, Vitamin C 8mg 41%, Calcium 133mg 10%, Iron 1mg 4%, Potassium 537mg 11%"
Banana Cream Pie,1 hrs 40 mins,8,"¾ cup white sugar, ⅓ cup all-purpose flour, ¼ teaspoon salt, 2 cups milk, 3  egg yolks, beaten, 2 tablespoons butter, 1 ¼ teaspoons vanilla extract, 1 (9 inch) baked pastry shell, cooled, 4  bananas, sliced","Preheat the oven to 350 degrees F (175 degrees C).
Combine sugar, flour, and salt in a saucepan. Gradually stir in milk. Cook, stirring constantly, over medium heat until mixture boils and thickens. Continue to cook and stir for 2 more minutes, then remove from the heat.
Place egg yolks in a medium bowl; whisk in a small amount of the hot milk mixture until smooth, then gradually whisk egg yolk mixture into the saucepan. Cook over medium-low heat, stirring constantly, for 2 more minutes. Remove from heat and stir in butter and vanilla.
Fill pastry shell with sliced bananas; pour pudding mixture on top to cover.
Bake in the preheated oven until filling sets, 12 to 15 minutes. Chill pie for 1 hour before serving.











ReneePaj
",4.4,"Total Fat 11g 14%, Saturated Fat 5g 25%, Cholesterol 89mg 30%, Sodium 224mg 10%, Total Carbohydrate 47g 17%, Dietary Fiber 2g 6%, Total Sugars 30g, Protein 5g, Vitamin C 5mg 27%, Calcium 88mg 7%, Iron 1mg 5%, Potassium 335mg 7%"
Banana Oat Muffins,35 mins,12,"1 ½ cups unbleached all-purpose flour, 1 cup rolled oats, ½ cup white sugar, 2 teaspoons baking powder, 1 teaspoon baking soda, ½ teaspoon salt, 1  egg, ¾ cup milk, ⅓ cup vegetable oil, ½ teaspoon vanilla extract, 1 cup mashed bananas","Preheat the oven to 400 degrees F (205 degrees C). Line a 12-cup muffin tin with paper liners.
Combine flour, oats, sugar, baking powder, soda, and salt in a medium bowl; set aside.
Beat egg lightly in a large bowl. Whisk in milk, oil, and vanilla. Stir in mashed bananas. Add the flour mixture and stir until just combined. Spoon batter into the prepared muffin cups, filling each 3/4 full.
Bake in the preheated oven until tops spring back when lightly pressed, 18 to 20 minutes.











K
",4.5,"Total Fat 8g 10%, Saturated Fat 1g 6%, Cholesterol 17mg 6%, Sodium 296mg 13%, Total Carbohydrate 30g 11%, Dietary Fiber 2g 6%, Total Sugars 12g, Protein 4g, Vitamin C 2mg 9%, Calcium 72mg 6%, Iron 1mg 7%, Potassium 137mg 3%"
Extreme Banana Nut Bread 'EBNB',1 hrs 50 mins,24,"2 cups all-purpose flour, 2 teaspoons baking soda, 1 teaspoon salt, 2 cups white sugar, 1 cup butter, softened, 2 cups mashed overripe bananas, 4 large eggs, beaten, 1 cup chopped walnuts","Preheat the oven to 350 degrees F (175 degrees C). Grease and flour two 9x5-inch loaf pans.
Sift flour, baking soda, and salt into a large bowl.
Cream sugar and butter together in a separate bowl. Stir in bananas, eggs, and walnuts until well blended.
Pour wet ingredients into flour mixture and stir just until blended. Divide the batter evenly between the two prepared pans.
Bake in the preheated oven until a paring knife inserted into the crown of each loaf comes out clean, 60 to 70 minutes.
Remove from the oven and let loaves cool in the pans for at least 5 minutes. Turn out onto a cooling rack, and let cool completely, about 30 minutes.
Slice and serve. For more intense flavor, wrap each loaf in aluminum foil to keep in the moisture, then refrigerate for at least 2 hours before serving.











Josie Rivera-Abdo
",4.7,"Total Fat 12g 15%, Saturated Fat 6g 28%, Cholesterol 51mg 17%, Sodium 268mg 12%, Total Carbohydrate 30g 11%, Dietary Fiber 1g 4%, Total Sugars 19g, Protein 3g, Vitamin C 2mg 9%, Calcium 14mg 1%, Iron 1mg 4%, Potassium 114mg 2%"
Ultimate Banana Muffins,35 mins,12,"1 ½ cups all-purpose flour, 1 teaspoon baking powder, 1 teaspoon baking soda, 1 teaspoon ground cinnamon, ½ teaspoon salt, 1 pinch ground nutmeg, 3  bananas (ripe or very ripe work best), ½ cup white sugar, ⅓ cup butter, melted, ¼ cup lightly packed brown sugar, 1 large egg, 1 teaspoon vanilla extract, ¼ cup chopped walnuts (Optional)","Preheat the oven to 350 degrees F (175 degrees C). Grease a muffin tin.
Sift flour, baking powder, baking soda, cinnamon, salt, and nutmeg together in a small bowl.
Mash bananas in a large bowl. Mix in white sugar, melted butter, brown sugar, egg, and vanilla extract. Fold in flour mixture until just combined. Fold walnuts into the batter.
Divide batter evenly among the prepared muffin cups.
Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 20 minutes.









",4.9,"Total Fat 7g 9%, Saturated Fat 4g 18%, Cholesterol 29mg 10%, Sodium 286mg 12%, Total Carbohydrate 31g 11%, Dietary Fiber 2g 5%, Total Sugars 15g, Protein 3g, Vitamin C 3mg 13%, Calcium 37mg 3%, Iron 1mg 6%, Potassium 146mg 3%"
Banana Crumb Muffins,35 mins,10,"1 ½ cups all-purpose flour, 1 teaspoon baking soda, 1 teaspoon baking powder, ½ teaspoon salt, 3  bananas, mashed, ¾ cup white sugar, ⅓ cup butter, melted, 1  egg, lightly beaten","Preheat the oven to 375 degrees F (190 degrees C). Lightly grease or line 10 muffin cups with paper liners.
Prepare muffins: Mix flour, baking soda, baking powder, and salt together in a large bowl.
Beat bananas, white sugar, melted butter, and egg together in a separate bowl; stir the banana mixture into the flour mixture just until combined. Spoon batter into prepared muffin cups, filling each about 3/4 full.
Prepare crumb topping: Mix brown sugar, flour, and cinnamon together in a small bowl. Use a fork to mix in 1 tablespoon butter until mixture is crumbly; sprinkle topping over muffins.
Bake in the preheated oven until a toothpick inserted into the center comes out clean, 18 to 20 minutes.











TTV78
",4.8,"Total Fat 8g 10%, Saturated Fat 5g 24%, Cholesterol 38mg 13%, Sodium 353mg 15%, Total Carbohydrate 46g 17%, Dietary Fiber 2g 5%, Total Sugars 27g, Protein 3g, Vitamin C 3mg 16%, Calcium 43mg 3%, Iron 1mg 7%, Potassium 168mg 4%"
Banana Cake,2 hrs 15 mins,18,"1 ½ cups mashed bananas, 2 teaspoons lemon juice, 3 cups all-purpose flour, 1 ½ teaspoons baking soda, ¼ teaspoon salt, 2 ⅛ cups white sugar, ¾ cup butter, 3  eggs, 2 teaspoons vanilla extract, 1 ½ cups buttermilk","Preheat the oven to 275 degrees F (135 degrees C). Grease and flour a 9x13-inch pan.
Make cake: Mix mashed bananas with lemon juice in a small bowl. Mix flour, baking soda, and salt in a medium bowl.
Cream sugar and butter in a large bowl until light and fluffy, 3 to 4 minutes. Beat in eggs one at a time, then stir in vanilla. Beat in flour mixture alternately with buttermilk. Stir in banana mixture. Pour batter into the prepared pan.
Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, about 1 hour. Remove cake from the oven and place it directly into the freezer for 45 minutes. This will make the cake very moist.
Meanwhile, make frosting: Cream butter and cream cheese until smooth. Beat in vanilla. Add confectioners sugar and beat on low speed until combined, then on high until frosting is smooth.
Spread frosting on cooled cake.









",4.8,"Total Fat 18g 24%, Saturated Fat 11g 57%, Cholesterol 79mg 26%, Sodium 299mg 13%, Total Carbohydrate 69g 25%, Dietary Fiber 1g 4%, Total Sugars 50g, Protein 5g, Vitamin C 2mg 11%, Calcium 47mg 4%, Iron 1mg 7%, Potassium 153mg 3%"
Chocolate Banana Peanut Butter Protein Shake,10 mins,1,"6  ice cubes, 1 cup milk, 1  banana, 1 scoop chocolate-flavored protein powder, 2 tablespoons peanut butter, 1 tablespoon honey, 1 teaspoon unsweetened cocoa powder, or more to taste","Blend ice cubes, milk, banana, protein powder, peanut butter, honey, and cocoa powder together in a blender until smooth.",4.8,"Total Fat 23g 29%, Saturated Fat 7g 37%, Cholesterol 60mg 20%, Sodium 341mg 15%, Total Carbohydrate 67g 24%, Dietary Fiber 6g 22%, Total Sugars 46g, Protein 31g, Vitamin C 11mg 55%, Calcium 313mg 24%, Iron 1mg 7%, Potassium 1041mg 22%"
Fruit and Yogurt Smoothie,5 mins,2,"1 cup strawberries, 1  banana, ½ cup yogurt, ¼ cup pineapple juice, 1 ½ teaspoons white sugar, 1 teaspoon orange juice, 1 teaspoon milk","Combine strawberries, banana, yogurt, pineapple juice, sugar, orange juice, and milk in a blender; blend until smooth.",4.7,"Total Fat 1g 2%, Saturated Fat 1g 4%, Cholesterol 4mg 1%, Sodium 45mg 2%, Total Carbohydrate 31g 11%, Dietary Fiber 3g 11%, Total Sugars 22g, Protein 5g, Vitamin C 56mg 278%, Calcium 132mg 10%, Iron 1mg 3%, Potassium 519mg 11%"
Banana Pudding,3 hrs 30 mins,12,"1 (8 ounce) package cream cheese, at room temperature , 1 (14 ounce) can sweetened condensed milk, 1 (5 ounce) package instant vanilla pudding mix, 3 cups cold skim milk, 1 teaspoon vanilla extract, 1 (8 ounce) container frozen whipped topping, thawed, ½ (12 ounce) package vanilla wafers, 4  bananas, sliced","Beat cream cheese in a large bowl until fluffy. Beat in condensed milk, then pudding mix. Gradually mix in cold milk until smooth, followed by vanilla. Fold in 1/2 of the whipped topping.
Line the bottom of a 9x13-inch dish with vanilla wafers. Arrange sliced bananas evenly on top. Cover with pudding mixture. Top with remaining whipped topping.
Cover and chill in the refrigerator for at least 3 hours before serving.









",4.8,"Total Fat 15g 20%, Saturated Fat 10g 49%, Cholesterol 33mg 11%, Sodium 334mg 15%, Total Carbohydrate 55g 20%, Dietary Fiber 1g 5%, Total Sugars 37g, Protein 7g, Vitamin C 4mg 22%, Calcium 191mg 15%, Iron 1mg 4%, Potassium 397mg 8%"
